#LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
1000000465,"CDBS","WARW",465,"0004121000","EDUCATIONAL MEDIA FOUNDATION",,"FM","FM Station","Broadcast","Broadcast","11/30/2000 16:16:27","06/01/2022 00:00:00",,"11/30/2000 16:16:27","LICEN","LICENSED","A","Active",,"Unknown","B","Business","5700 WEST OAKS BLVD.","ROCKLIN","CA","95765",,"DAVIS WRIGHT TREMAINE LLP","KAREN A. ROSS, ESQ",,,,,,,,"2029734200",,"KARENROSS@DWT.COM",,,,"FM","FM Station","REMSEN",,,"NY",,465,43,20,44.0,"N",75,15,0.0,"W",,,1000000473,,"ERI","LPX-1E","N","Non-Directional",,,,1000000473,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",1.150,2641.000,93.50000000,93.50000000,"MHz.",,,,,
1000000713,"CDBS","WHIQ",713,"0001750314","ALABAMA EDUCATIONAL TELEVISION COMMISSION","ALABAMA EDUCATIONAL TELEVISION COMMISSION","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:34","04/01/2021 00:00:00",,"05/05/2009 14:54:34","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2112 11TH AVE S STE 400","BIRMINGHAM","AL","35205-2846",,"DOW, LOHNES & ALBERTSON, PLLC","TODD D. GRAY",,"1200 NEW HAMPSHIRE AVE., N.W.","SUITE 800","WASHINGTON","DC","20036-6802",,"2027762571",,"TGRAY@DOWLOHNES.COM",,,,"TV","Television","HUNTSVILLE",,,"AL",,713,34,44,13.0,"N",86,31,45.0,"W",,"1036423",1000000742,68322,"RFT","DIGILOG 2070","N","Non-Directional",,,"H",1000000742,,,,1230.000,,530.00000000,530.00000000,"MHz.",,,,,
1000000713,"CDBS","WHIQ",713,"0001750314","ALABAMA EDUCATIONAL TELEVISION COMMISSION","ALABAMA EDUCATIONAL TELEVISION COMMISSION","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:34","04/01/2021 00:00:00",,"05/05/2009 14:54:34","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2112 11TH AVE S STE 400","BIRMINGHAM","AL","35205-2846",,"DOW, LOHNES & ALBERTSON, PLLC","TODD D. GRAY",,"1200 NEW HAMPSHIRE AVE., N.W.","SUITE 800","WASHINGTON","DC","20036-6802",,"2027762571",,"TGRAY@DOWLOHNES.COM",,,,"DT","Digital TV","HUNTSVILLE",,,"AL",,713,34,44,13.0,"N",86,31,45.0,"W",,"1036423",1000000743,72993,"RFT","DIGILOG 2070","N","Non-Directional",,,"H",1000000743,,,,396.000,,530.00000000,530.00000000,"MHz.",,,,,487.0000000
1000000714,"CDBS","WDIQ",714,"0001750314","ALABAMA EDUCATIONAL TELEVISION COMMISSION","ALABAMA EDUCATIONAL TELEVISION COMMISSION","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:39","04/01/2021 00:00:00",,"05/05/2009 14:54:39","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2112 11TH AVENUE S., SUITE 400","BIRMINGHAM","AL","35205-2846",,"DOW LOHNES PLLC","TODD D. GRAY",,"1200 NEW HAMPSHIRE AVE., N.W.","SUITE 800","WASHINGTON","DC","20036-6802",,"2027762571",,"TGRAY@DOWLOHNES.COM",,,,"DT","Digital TV","DOZIER",,,"AL",,714,31,33,16.0,"N",86,23,32.0,"W",,"1231615",1000000747,69431,"DIE","THB-03-1H/3HD-1-R","N","Non-Directional",,,"H",1000000747,,,,1.000,,192.00000000,192.00000000,"MHz.",,,,,154.0000000
1000000717,"CDBS","WBIQ",717,"0001750314","ALABAMA EDUCATIONAL TELEVISION COMMISSION","ALABAMA EDUCATIONAL TELEVISION COMMISSION","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:07","04/01/2021 00:00:00",,"05/05/2009 14:54:07","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2112 11TH AVE S STE 400","BIRMINGHAM","AL","35205-2846",,"DOW LOHNES PLLC","TODD D. GRAY",,"1200 NEW HAMPSHIRE AVE., N.W.","SUITE 800","WASHINGTON","DC","20036-6802",,"2027762571",,"TGRAY@DOWLOHNES.COM",,,,"DT","Digital TV","BIRMINGHAM",,,"AL",,717,33,29,4.0,"N",86,48,25.0,"W",,"1226663",1000000753,42089,"DIE","TLP-24A","N","Non-Directional",,,"H",1000000753,,,,31.000,,192.00000000,192.00000000,"MHz.",,,,,289.0000000
1000000732,"CDBS","K279CN",732,"0008935181","ALACCA BIBLE CONFERENCE",,"FX","FM Translator","Broadcast","Broadcast","06/06/2014 00:00:00","10/01/2021 00:00:00",,"06/06/2014 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","101 CHINA GARDEN ROAD","STITES","ID","83552",,"ALACCA BIBLE CONFERENCE","DENNIS R JACKSON",,"101 CHINA GARDEN RD.",,"STITES","ID","83552",,"2089264369",,"NN7DJ@ENGINEER.COM",,,,"FX","FM Translator","KAMIAH",,,"ID",,732,46,10,17.0,"N",116,2,15.0,"W",,,1000000781,59251,"SHI","6812","N","Non-Directional",,,,1000000781,,"D","A Noncommercial educational operating with no more than 10W",0.133,165.000,103.70000000,103.70000000,"MHz.",,,,,940.0000000
1000003075,"CDBS","KBBT",3075,"0004945895","UNIVISION RADIO STATIONS GROUP, INC.",,"FM","FM Station","Broadcast","Broadcast","03/13/2001 14:39:31","08/01/2021 00:00:00",,"03/13/2001 14:39:31","LICEN","LICENSED","A","Active",,"Unknown","B","Business","5999 CENTER DRIVE","LOS ANGELES","CA","90045",,"PILLSBURY WINTHROP SHAW PITTMAN LLP","SCOTT R. FLICK",,,,,,,,"2026638167",,"SCOTT.FLICK@PILLSBURYLAW.COM",,,,"FM","FM Station","SCHERTZ",,,"TX",,3075,29,31,25.0,"N",98,43,25.0,"W",,"1051212",1000002850,,"ERI","SHPX-8BC-SP",,,,,,1000002850,,"C1","A Zone II station, with 50kW-100kW ERP and a class contour distance 52km-72km",97.000,28580.000,98.50000000,98.50000000,"MHz.",,,,,
1000003105,"CDBS","WUMJ",3105,"0006583447","RADIO ONE LICENSES, LLC",,"FM","FM Station","Broadcast","Broadcast",,"04/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","101 WAYNE AVENUE, 14TH FLOOR","SILVER SPRING","MD","20910",,"ROA LICENSES, LLC","LINDA E. VILARDO, ESQ",,,,,,,,"3013061111",,"LECKARD@RADIO-ONE.COM",,,,"FM","FM Station","FAYETTEVILLE",,,"GA",,3105,33,29,31.0,"N",84,35,0.0,"W",,,1000002882,,,,"N","Non-Directional",,,,1000002882,,"C3","A Zone II station, with 6kW-25kW ERP and a class contour distance 28km-39km",7.900,,97.50000000,97.50000000,"MHz.",,,,,
1000003116,"CDBS","W283AB",3116,"0001656586","AMFM RADIO LICENSES, L.L.C.",,"FX","FM Translator","Broadcast","Broadcast",,"12/01/2019 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","2625 S. MEMORIAL DR., SUITE A","TULSA","OK","74129-2623",,,,,,,,,,,,,,,,,"FX","FM Translator","FLORENCE",,,"SC",,3116,34,11,55.0,"N",79,46,5.0,"W",,,1000002899,,,,"N","Non-Directional",,,,1000002899,,"D","A Noncommercial educational operating with no more than 10W",0.038,,104.50000000,104.50000000,"MHz.",,,,,
1000003133,"CDBS","WWMB",3133,"0023159734","HSH MYRTLE BEACH (WWMB) LICENSEE, LLC",,"DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:46:49","12/01/2020 00:00:00",,"06/16/2009 09:46:49","LICEN","LICENSED","A","Active",,"Unknown","B","Business","201 MASSACHUSETTS AVENUE, NE","WASHINGTON","DC","20002",,"GARVEY, SCUBERT & BARER","HENRY A. SOLOMON, ESQ.",,"1000 POTOMAC STREET, NW","5TH FLOOR","WASHINGTON","DC","20007",,"2029657880",,"HSOLOMON@GSBLAW.COM",,,,"TV","Television","FLORENCE",,,"SC",,3133,34,21,53.0,"N",79,19,49.0,"W",,"1024373",1000002922,18767,"AND","ALP32L3-HSB","D","Directional",,,"H",1000002922,,,,2090.000,,542.00000000,542.00000000,"MHz.",,,,,
1000003136,"CDBS","WRRV",3136,"0016102204","TOWNSQUARE MEDIA POUGHKEEPSIE LICENSES, LLC",,"FM","FM Station","Broadcast","Broadcast","09/05/2001 14:32:17","06/01/2022 00:00:00",,"09/05/2001 14:32:17","LICEN","LICENSED","A","Active",,"Unknown","B","Business","240 GREENWICH AVENUE","GREENWICH","CT","06830",,"KAYE,SCHOLER,FIERMAN,HAYS&HANDLER,LLP","ALLAN MOSKOWITZ,ESQUIRE",,,,,,,,"2026823501",,"AMOSKOWITZ@KAYESCHOLER.COM",,,,"FM","FM Station","MIDDLETOWN",,,"NY",,3136,41,27,21.0,"N",74,26,22.0,"W",,,1000002929,,,,,,,,,1000002929,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",3.000,,92.70000000,92.70000000,"MHz.",,,,,
1000003139,"CDBS","WTKU-FM",3139,"0020866653","LONGPORT MEDIA, LLC",,"FM","FM Station","Broadcast","Broadcast",,"06/01/2022 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","1601 NEW ROAD","LINWOOD","NJ","08221",,"WOMBLE CARLYLE SANDRIDGE & RICE, LLP","JOHN GARZIGLIA",,,,,,,,"2028574455",,"JGARZIGLIA@WCSR.COM",,,,"FS","FM Auxiliary Transmitting Antenna","PETERSBURG",,,"NJ",,3139,39,12,18.0,"N",74,39,33.0,"W",,"1046231",1000002936,,"ERI","G5LPX2E","N","Non-Directional",,,,1000002936,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",2.700,3000.000,98.30000000,98.30000000,"MHz.",,,,,
1000003155,"CDBS","KSES-FM",3155,"0001529627","ENTRAVISION HOLDINGS, LLC","ENTRAVISION HOLDINGS, LLC","FM","FM Station","Broadcast","Broadcast",,"12/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","2425 OLYMPIC BLVD STE 6000 W","SANTA MONICA","CA","90404-4030",,"THOMPSON HINE LLP","BARRY A. FRIEDMAN",,,,,,,,"2023318800",,"BARRY.FRIEDMAN@THOMPSONHINE.COM",,,,"FM","FM Station","SEASIDE",,,"CA",,3155,36,33,9.0,"N",121,47,17.0,"W",,,1000002954,,,,"N","Non-Directional",,,,1000002954,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",1.850,,107.10000000,107.10000000,"MHz.",,,,,
1000003167,"CDBS","KNET-CD",3167,"0022357883","NRJ TV III CA LICENSE CO., LLC",,"DC","Digital Class A TV","Broadcast","Broadcast","07/20/2017 10:22:54","12/01/2022 00:00:00",,"07/20/2017 10:22:54","LICEN","LICENSED","A","Active",,"Unknown","B","Business","722 S. DENTON TAP ROAD, SUITE 130","COPPELL","TX","75019",,"WILEY REIN & FIELDING LLP","GREGORY L. MASTERS",,,,,,,,"2027197370",,"GMASTERS@WRF.COM",,,,"CA","Class A TV","LOS ANGELES",,,"CA",,3167,34,6,35.0,"N",118,23,25.0,"W",,,1000002980,18015,"ANT","ACS25","D","Directional",,,"H",1000002980,,,,0.575,,614.00000000,614.00000000,"MHz.",,,,,471.8000000
1000005247,"CDBS","K24KM-D",5247,"0007327455","NEXSTAR BROADCASTING, INC.","NEXSTAR BROADCASTING, INC.","LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","07/05/2012 00:00:00","04/01/2022 00:00:00",,"07/05/2012 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","545 E. JOHN CARPENTER FREEWAY, SUITE 700","IRVING","TX","75062",,"NEXSTAR BROADCASTING, INC.","ELIZABETH RYDER",,,,,,,,"9723738800",,"ERYDER@NEXSTAR.TV",,,,"LD","Digital Translator or Digital LPTV","COLSTRIP, ETC.",,,"MT",,5247,45,50,20.0,"N",106,54,17.0,"W",,,1000004878,108062,"ERI","AL8N-205","C","Directional Composite",,,,1000004878,,,,2.840,,782.00000000,782.00000000,"MHz.",,,,,1458.0000000
1000005248,"CDBS","KZMQ-FM",5248,"0004677514","LEGEND COMMUNICATIONS OF WYOMING, LLC",,"FM","FM Station","Broadcast","Broadcast",,"10/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","C/O PATRICK COMMUNICATIONS, LLC, 6805 DOUGLAS LEGUM DRIVE, SUITE 100","ELKRIDGE","MD","21075",,"SCIARRINO & SHUBERT, PLLC","DAWN M SCIARRINO, ESQ.",,,,,,,,"2022569551",,"DAWN@SCIARRINOLAW.COM",,,,"FM","FM Station","GREYBULL",,,"WY",,5248,44,27,1.0,"N",108,2,56.0,"W",,,1000004880,,,,,,,,,1000004880,,"CC",,25.000,,100.30000000,100.30000000,"MHz.",,,,,
1000005254,"CDBS","KAPA",5254,"0004330817","PACIFIC RADIO GROUP, INC.",,"FM","FM Station","Broadcast","Broadcast","12/19/2000 09:14:26","02/01/2022 00:00:00",,"12/19/2000 09:14:26","LICEN","LICENSED","A","Active",,"Unknown","B","Business","311 ANO ST","KAHULUI","HI","96732-1304",,,,,,,,,,,,,"NA",,,,"FM","FM Station","HILO",,,"HI",,5254,19,50,19.0,"N",155,6,43.0,"W",,,1000004897,13921,"ODD","ODD881230KA","D","Directional",,,,1000004897,,"C1","A Zone II station, with 50kW-100kW ERP and a class contour distance 52km-72km",74.000,,100.30000000,100.30000000,"MHz.",,,,,
1000005287,"CDBS","K13OQ-D",5287,"0014318182","BIG SANDY TV CLUB",,"LD","Digital Translator or Digital LPTV","Broadcast","Broadcast",,"04/01/2022 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","BOX 494","BIG SANDY","MT","59520",,,"BIG  SANDY TV CLUB",,,,,,,,"4063782582",,,,,,"LD","Digital Translator or Digital LPTV","BIG SANDY",,,"MT",,5287,48,9,41.5,"N",110,1,49.0,"W",,,1000004951,106942,"JER","ODDK13OQ","C","Directional Composite",,,,1000004951,,,,0.009,,210.00000000,210.00000000,"MHz.",,,,,947.0000000
1000005316,"CDBS","KZFW-LP",5316,"0020382370","CENTRAL PARK CHURCH OF GOD, INC.",,"TX","TV Translator or LPTV station","Broadcast","Broadcast","02/09/2001 10:36:23","08/01/2022 00:00:00",,"02/09/2001 10:36:23","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1901 E. CENTERVILLE RD.","GARLAND","TX","75042",,"J.J. MCVEIGH, ATTY AT LAW","J.J. MCVEIGH, ESQ.",,,,,,,,"3015961655",,"JMCVEIGH@EROLS.COM",,,,"TX","TV Translator or LPTV station","DALLAS",,,"TX",,5316,32,50,36.0,"N",96,33,48.0,"W",,"1050894",1000004984,77241,"SBP","CUSTOM OMNI","N","Non-Directional",,,,1000004984,,,,50.000,,82.00000000,88.00000000,"MHz.",,,,,152.7000000
1000006807,"CDBS","KRRY",6807,"0021075106","TOWNSQUARE MEDIA QUINCY-HANNIBAL LICENSE, LLC",,"FM","FM Station","Broadcast","Broadcast","03/30/2000 15:07:51","02/01/2021 00:00:00",,"03/30/2000 15:07:51","LICEN","LICENSED","A","Active",,"Unknown","B","Business","C/O TOWNSQUARE MANAGEMENT COMPANY, LLC, 240 GREENWICH AVE.","GREENWICH","CT","06830",,,,,,,,,,,,,,,,,"FM","FM Station","CANTON",,,"MO",,6807,39,53,9.0,"N",91,36,38.0,"W",,"1061652",1000006510,30331,"ERI","LP-6-C","N","Non-Directional",,,,1000006510,,"C2","A Zone II station, with 25kW-50kW ERP and a class contour distance 39km-52km",28.000,10000.000,100.90000000,100.90000000,"MHz.",,,,,
1000006811,"CDBS","WHMA",6811,"0003773678","WILLIAMS COMMUNICATIONS, INC.",,"AM","AM Station","Broadcast","Broadcast",,"04/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 2552","ANNISTON","AL","36202",,,,,,,,,,,,,,,,,"AM","AM Station","ANNISTON",,,"AL",,6811,33,42,31.0,"N",85,51,14.0,"W",,,1000006521,,,,"DAN","Directional Antenna: Nighttime Only",,,,1000006521,,"B","Clear and Regional channel 0.25kW-50kW stations, delivering only primary service",,,1390.00000000,1390.00000000,"KHz.",,,,,
1000006823,"CDBS","KBYU-TV",6823,"0001607407","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:46:52","10/01/2022 00:00:00",,"06/16/2009 09:46:52","LICEN","LICENSED","A","Active",,"Unknown","B","Business","A-357 ASB","PROVO","UT","84602",,"WILKINSON BARKER KNAUER, LLP","KENNETH E. SATTEN",,"2300 N STREET, N.W.","SUITE 700","WASHINGTON","DC","20037-1128",,"2027834141",,,,,,"DT","Digital TV","PROVO",,,"UT",,6823,40,39,33.0,"N",112,12,7.0,"W",,"1062408",1000006544,32909,"KAT","K773928","D","Directional",,,"H",1000006544,,,,346.000,,650.00000000,650.00000000,"MHz.",,,,,2754.0000000
1000006825,"CDBS","KBYU-FM",6825,"0001607407","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","FM","FM Station","Broadcast","Broadcast",,"10/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","A-357 ASB, ATTN: CHRISTIAN FOX","PROVO","UT","84602",,"WILKINSON BARKER KNAUER, LLP","KENNETH E. SATTEN",,,,,,,,"2027834141",,,,,,"FM","FM Station","PROVO",,,"UT",,6825,40,36,28.0,"N",112,9,33.0,"W",,,1000006549,,,,"N","Non-Directional",,,,1000006549,,"C","A Zone II station, with exactly 100kW ERP and a class contour distance 72km-92km",30.000,,89.10000000,89.10000000,"MHz.",,,,,
1000006825,"CDBS","KBYU-FM",6825,"0001607407","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","FM","FM Station","Broadcast","Broadcast",,"10/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","A-357 ASB, ATTN: CHRISTIAN FOX","PROVO","UT","84602",,"WILKINSON BARKER KNAUER, LLP","KENNETH E. SATTEN",,,,,,,,"2027834141",,,,,,"FS","FM Auxiliary Transmitting Antenna","PROVO",,,"UT",,6825,40,36,28.0,"N",112,9,33.0,"W",,,1000006550,,"JAM","JHCP, Two Sections","N","Non-Directional",,,,1000006550,,"C","A Zone II station, with exactly 100kW ERP and a class contour distance 72km-92km",8.000,8700.000,89.10000000,89.10000000,"MHz.",,,,,2576.0000000
1000006828,"CDBS","WMGI",6828,"0002711737","MIDWEST COMMUNICATIONS, INC.",,"FM","FM Station","Broadcast","Broadcast",,"08/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","904 GRAND AVE.","WAUSAU","WI","54403",,"MILLER AND NEELY, P.C.","JOHN S. NEELY, ESQ.",,,,,,,,"3019336304",,"JOHNSNEELY@YAHOO.COM",,,,"FM","FM Station","TERRE HAUTE",,,"IN",,6828,39,27,28.0,"N",87,28,50.0,"W",,"1029666",1000006554,,"COL","37CP-6","N","Non-Directional",,,,1000006554,,"B","A Zone I or I-A station, with 25kW-50kW ERP and a class contour distance 39km-52km",50.000,19000.000,100.70000000,100.70000000,"MHz.",,,,,
1000006837,"CDBS","WWWJ-CD",6837,"0026483859","WJYL LLC",,"DC","Digital Class A TV","Broadcast","Broadcast","03/12/2002 13:29:08","08/01/2021 00:00:00",,"03/12/2002 13:29:08","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1660 CELEBRATION BLVD, UNIT 411","CELEBRATION","FL","34747",,"HARDY, CAREY, CHAUTIN & BALKIN, LLP","III JOSEPH C. Chautin","Esq.","1080 WEST CAUSEWAY APPROACH",,"MANDEVILLE","LA","70471",,"9856290777",,"JCHAUTIN@HARDYCAREY.COM",,,,"CA","Class A TV","JEFFERSONVILLE",,,"IN",,6837,38,22,8.2,"N",85,49,47.7,"W",,"1052448",1000006557,66286,"PSI","VLP2OI-9","N","Non-Directional",,,,1000006557,,,,3.000,,76.00000000,76.00000000,"MHz.",,,,,299.6000000
1000006837,"CDBS","WWWJ-CD",6837,"0026483859","WJYL LLC",,"DC","Digital Class A TV","Broadcast","Broadcast","03/12/2002 13:29:08","08/01/2021 00:00:00",,"03/12/2002 13:29:08","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1660 CELEBRATION BLVD, UNIT 411","CELEBRATION","FL","34747",,"HARDY, CAREY, CHAUTIN & BALKIN, LLP","III JOSEPH C. Chautin","Esq.","1080 WEST CAUSEWAY APPROACH",,"MANDEVILLE","LA","70471",,"9856290777",,"JCHAUTIN@HARDYCAREY.COM",,,,"DC","Digital Class A TV","JEFFERSONVILLE",,,"IN",,6837,38,22,10.0,"N",85,49,46.0,"W",,"1052448",1000006558,90473,"PSI","PSILP16OI","C","Directional Composite",,,,1000006558,,,,15.000,,76.00000000,76.00000000,"MHz.",,,,,301.7000122
1000006837,"CDBS","WWWJ-CD",6837,"0026483859","WJYL LLC",,"DC","Digital Class A TV","Broadcast","Broadcast","03/12/2002 13:29:08","08/01/2021 00:00:00",,"03/12/2002 13:29:08","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1660 CELEBRATION BLVD, UNIT 411","CELEBRATION","FL","34747",,"HARDY, CAREY, CHAUTIN & BALKIN, L.L.P.","JOSEPH C. CHAUTIN, III",,,,,,,,"5048304646",,"JCHAUTIN@HARDYCAREY.COM",,,,"DC","Digital Class A TV","JEFFERSONVILLE",,,"IN",,6837,38,22,10.0,"N",85,49,46.0,"W",,"1052448",1000006558,90473,"PSI","PSILP16OI","C","Directional Composite",,,,1000006558,,,,15.000,,76.00000000,76.00000000,"MHz.",,,,,301.7000122
1000006838,"CDBS","WWJS-CD",6838,"0005956214","JOHN W. SMITH, JR.",,"DC","Digital Class A TV","Broadcast","Broadcast","02/04/2011 00:00:00","08/01/2021 00:00:00",,"02/04/2011 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 2605","CLARKSVILLE","IN","47131",,"HARDY, CAREY & CHAUTIN, LLP","BRADFORD D. CAREY, ESQ.",,,,,,,,"5048304644",,"BCAREY@HARDYCAREY.COM",,,,"CA","Class A TV","CLARKSVILLE",,,"IN",,6838,38,22,9.0,"N",85,49,46.0,"W",,"1052448",1000006562,45927,"PSI","PSILP32OI-45","C","Directional Composite",,,,1000006562,,,,150.000,,542.00000000,542.00000000,"MHz.",,,,,300.2000000
1000006867,"CDBS","WSAW-TV",6867,"0018223693","GRAY TELEVISION LICENSEE, LLC","GRAY TELEVISION LICENSEE, LLC","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:55:11","12/01/2021 00:00:00",,"05/05/2009 14:55:11","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1114 GRAND AVENUE","WAUSAU","WI","54403",,"WILEY REIN & FIELDING, LLP","JOAN STEWART, ESQ.",,"1776 K STREET N.W.",,"WASHINGTON","DC","20006",,"2027197438",,"JSTEWART@WRF.COM",,,,"TV","Television","WAUSAU",,,"WI",,6867,44,55,14.0,"N",89,41,31.0,"W",,,1000006583,,,,"N","Non-Directional",,,"H",1000006583,,,,316.000,,174.00000000,174.00000000,"MHz.",,,,,
1000006873,"CDBS","WBES",6873,"0002071504","BRISTOL BROADCASTING COMPANY,  INC.",,"AM","AM Station","Broadcast","Broadcast","05/12/2000 10:04:51","10/01/2019 00:00:00",,"05/12/2000 10:04:51","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 1389","BRISTOL","VA","24203",,,,,,,,,,,,,,,,,"AM","AM Station","CHARLESTON",,,"WV",,6873,38,23,11.0,"N",81,42,51.0,"W",,"1033435",1000006603,,,,"DAN","Directional Antenna: Nighttime Only",,,,1000006603,,"B","Clear and Regional channel 0.25kW-50kW stations, delivering only primary service",,,950.00000000,950.00000000,"KHz.",,,,,
1000006887,"CDBS","DK02GO",6887,,"BROADBENT TELEVISION TRANSLATOR INC.",,"TX","TV Translator or LPTV station","Broadcast","Broadcast","06/26/2008 00:00:00","02/01/2007 06:00:00","06/26/2008 00:00:00","06/26/2008 00:00:00","LICAN","LICENSE CANCELLED","C","Cancelled",,"Unknown","B","Business","P.O. BOX  51","BROADBENT","OR","97414",,,,,,,,,,,,,,,,,"TX","TV Translator or LPTV station","MYRTLE POINT, ETC.",,,"OR",,6887,43,1,5.0,"N",124,10,36.0,"W",,,1000006631,23876,"SIT","ODDK02GO","D","Directional",,,"H",1000006631,,,,0.022,,54.00000000,54.00000000,"MHz.",,,,,
1000000777,"CDBS","K278CO",777,"0025637547","JUNEAU ALASKA COMMUNICATIONS, LLC",,"FX","FM Translator","Broadcast","Broadcast",,"02/01/2022 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","3161 CHANNEL DRIVE","JUNEAU","AK","99801",,"DAVIS WRIGHT TREMAINE LLP","DAVID M. SILVERMAN, ESQ.",,"1919 PENNSYLVANIA AVE., NW","SUITE 800","WASHINGTON","DC","20006-3401",,"2029734200",,"DAVIDSILVERMAN@DWT.COM",,,,"FX","FM Translator","JUNEAU",,,"AK",,777,58,22,11.0,"N",134,33,8.0,"W",,"1220012",1000000814,119508,"JAM","JLCP-1","N","Non-Directional",,,,1000000814,,"D","A Noncommercial educational operating with no more than 10W",0.190,250.000,103.50000000,103.50000000,"MHz.",,,,,428.0000000
